// cobalt genesis mid-2021
// delegatee, delegator, shares
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzmzrfyq4y6re2sxadfsuvhqddwul4v84y9398jd,950109581
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzn05qgv6mym3tsw6ff8qhxrcxplqafws5rawhn9,93746942886042
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzpepskhme97p8p320g97hu83qhkacqmzqtkzz8z,20558116465103
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzpx5dsmyazfk2a4eha5n9wpxukfl9p4y5sdyg6a,25484219298056
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzq06wehmlkxltv5v00zplyyckxrnpzslyuuk9kw,1455502866545
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzq4q5net5x3qgmvfx9kw6p8n2e720jxyqvmzted,2654941365787
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzq4wymz3jkm82fxlxf2rjjn6r3ry2azlqj68lyg,509373083378576
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzq6j0qwj74f0u9h4ma3xyck00qs65svqv4h09tt,931953094
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzq806wsnwx4de4tg83tf7arnagszg6mdg080mzs,6356334649702
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzqqxqvpvq5we9mejuxnfwg4s30eyg4c9q6p5nlm,9705928
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzqxt29e3y0vd0pur09p9qe5r4k79mtmryx48vvq,184370218273
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzrkewpzssmlnfzd20g583xktrd7mdnt2g3vh2gu,6656949538176
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzryshmkc906jxt4fr5jmljd602pc6zhuyql9sa6,8532709733274
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzs3l087zx8ey0w7tq94py9qq2tpxwghmsqxmgz0,478870400909841
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzsusqxj9af6hnj7wf89h0rllyn0h5ptuukesned,5844729625926
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qztd06lesj7rt8pf3jznysnu5ajlav052qklzuc9,95998252780
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qztn998azhwkr8ttnc5406xwf93lmdjm0g6ld9cv,48672868381299
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qztnds7l89j5e0lhxsm33uy0aq0hlfclju7978xp,1840617489646
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qztsj94ku57gqzg0znj56yfygdfxgfnnfvkcp88e,29300198014517
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qztxje84qfp2hyetyudx5zmszvmnrpqtzcyv56hc,924502863
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzu2uym0kyym6z6ur2a5n9z8l8z5e8n04q8eqtl8,5904167865232
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzu7slf7dsdp5q2359g755knm5vc6gugw59sw3eu,1112038414183
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzuefn3uzk3n246zlrvxc683aalvd40qm5xtnaz5,57484858833964
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzufwpsu0pfw5ec3twlxe8d90t2l9sjyvq49cddf,192406747056060
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzv3e6kf3dpe87khd0ymennwgx0v2drt0y60l0qm,135340960879226
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzvqgjsg06v9uss89ukvlgrjalvahctegq82emhq,13476573257992
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzvrs6ul6ntrcq82j24f32rzwdn8j7h6rut6r352,178267282672773
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzvvp5ah3xzddcnzxc7g7npjrchtn4ux4q2cfa4p,140925054879779
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzw4vmjw64twhsfngc4l2wd85cuyeu7cav4kqysv,2323629908217
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzwxnjfs02ty8zcrrpg8zupr2p6x03xfhs9r4ksq,948945746691
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzx9qdpwzmxtt60p4spyjsrtthhpmjtepyctmjrn,870876749
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzxe0l586u6qeqz2e863kkmt4vgc7at54q7wh4tu,2549279315932
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzxljgpps6zmcsxdxu4mg33nsggyd074eu25ls6l,6455547592481
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzxsyr4y7yp9zswfvcgk9y35emu4lept7gaguqlg,5654526252027
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzy7kkha26kgszhukazkyvrdl6kgg6k9fy4fgzkk,915518078
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzykwpfj4wl6cvcgrfy50pev5639nym5uvzw7mgl,13690100716065
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzz46p6v2l2vg0veznhw22hsahetff4xjym4k8x6,18073216231837
oasis1qpn83e8hm3gdhvpfv66xj3qsetkj3ulmkugmmxn3,oasis1qzzq68xsdjs7ejxg9kjf4szfxnxd5jqqwquewu3u,4499683685391450
oasis1qpp6s22fa3l86enkye5wlu2jgp83zrgspg4fzlhr,oasis1qpp6s22fa3l86enkye5wlu2jgp83zrgspg4fzlhr,12276710955919
oasis1qppctxzn8djkqfvrxugak9v7dp25vddq7sxqhkry,oasis1qppctxzn8djkqfvrxugak9v7dp25vddq7sxqhkry,505000000000
oasis1qppelhqn5gv7jwsmye65lx3w4vyma8n43q092rgq,oasis1qppelhqn5gv7jwsmye65lx3w4vyma8n43q092rgq,200000000000
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,2760000000000000
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,701590194305088
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qpq49s9nrnccp5f66fg2muldqa55stxfmcnnu6yu,112979921915
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qqg6ycecprr90ey86dgmccjahuwmrd48w5f08ls2,9194976425623
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qqjmmc8kwuj2gx2yt4lsqryl4aa00k0gjgqryh9m,2411217406237
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qqvg7kmq787ztl4wqkvkd0vknxvnk7nk0c5yeera,945190428717
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,2990000000000000
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qzpn05eaax8ytaw0kgsfsh8z4yy5etupk5hhuq7u,7600007452103
oasis1qppjm5sxqwps4dpyekdvz530sjmq3e5eusp7hdan,oasis1qzt733jvr9xcyrhjn7sc8aj5m4wtl53kuv0nnwnp,927151618
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qp0k3hqcufmlqagqnl6av2pd2tv8lpj0cvt58nzd,310187634582984
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,23996305752552217
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qpyvrnlvuy4nzdnhcpu7uhxhrf6ptcznj5fzjfd9,255068062687564
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qq04w0k4322k6620zg3qddmzpvatg4r3jgquk7n6,1831598027732273
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qq3s75s6cgqstplhq0ghzahxg2d2sxgtzu7cm9rp,97385
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qq3yzc0fm23ec9grvqtzl880j8jw89xwgy4mcl5l,1110941642469949
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qqsd7ywrrgs3yqynmcn52p8h2lhk44v6dvyfxpj3,1099862664003040
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qqxcwkx2xq0t0x0zvq3elrzmf6cu6vm4jut4y564,1199850178912407
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qrd8eqe2dcdvhnpf3vaxh6qpjzh4zns6x5rnysj4,1683017
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qrf3h7f7c3muhcdvl6rv5wz69f0tm59vvvz9ag2h,42938978592178
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qrgv865sy39gl2ry4yqrmrkwmp8jq7efy5vn7k0y,1635223939936266
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qrpmklg7fqvauxuylw6mwx3m3fj65jm7wvp2jyvk,2182362
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qrsdt9wj4jfyfw32v4rzkwj0e3ya4kzc6s4yellc,699827079961622
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qz2amxxxhlemvtmgccg902tdhcy0v63n852x8p0z,889788895178459
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qz4eznsktcyxw0n7cxfra24aprk4xrzk3cspa2ca,648191042893347
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qz5gy9ppnvctjq04v9t4wghrv8hk006z6cztmar7,209873693807247
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qz8pttk95saypljzzh6pdn4x753tjsscesqmlmjy,293462660585047
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qzac8fa9p6pg57yzv3e43tl8lh7s7avepsuvrfg9,9899563
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qzamnljq9c863j8fywe63gvyjry0atz2dywv8ynl,1323903242134292
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qzkjfk98607jlx6mh7r0ejxwkahup3566qylnvnh,172903991503099
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qzpruk9e8frcu3zhx65z3y3ylm226esgaue0ysxr,828535543669832
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qzrk2wl6lqtlfc3h7alvw3vr4a8csf3vjsvcqn6d,51033249598065
oasis1qpqz2ut6a6prfcjm64xnpnjhsnqny6jqfyav829v,oasis1qztgmwuk49nhwlqxvecxuvcvwdtqyney3cwcsgvw,979877646111799
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qp3fsr9kzmh7rrhekrumuw46tqjsqqjcyvmyv8hd,12486018400
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qp4x72rzzlh9lgnk9s9ug33uhs68fpu3vvrfr3ur,200552301081
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,3780000000000000
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qp8pqz4x9ak3d9335kn9npjpz36skml4rckgtvc6,9189183954548
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qpe8x8gtmh7ykfjr2ezh8v9909rvy3jkaq5kgp8u,1720723388841
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qpkgsvr9tl7s6zpn5muld5khm82rujxl8vf799hf,694284888179
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qpkxk3f3e053t8kma9qsncag8fp787wz45a7ygpt,489470662100826
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,1639601046560790
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qpu3tc6wm6e64jzfplyhnnh6pxdelp99hvuc66cn,9435985395439
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qq3zyj6z9hghtkfp95kvnyevql2dwdzsg5ulqruz,8399111063823
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qq6qcn3dplgdwgvupsvmrtearw8msvf4tc9edpf9,151540477070
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qq76aqsjylpgmx0fwdnxce3u3xd4t4kfqck5xu7j,1146230481624
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qq97u2k4scd5h24d2c0v34g3kthqrw7qz5pcjhvc,47527767218485
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qqpelwwqgp8agk448w5g7ypw4pjue70kpqr6kvgj,48381382549891
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qqsls9z7kr8ymwtx2c9hysdcmjuaxypq4vj7jn4x,1908998325009
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qqvy9e54pdjr0cmuz08yqr4azjrhj29cygu8kd4v,461787082169
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qr304ly2h4dgs4dk0a755889s4cqgxmttuk7e3aa,139285171825
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qr33yxr459maukwpc6epg0pxtmtt20fhm5fjvc77,1052126888490786
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,4095000000000000
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrc73cxdrdn28m57q7smaf88lskgx7jp0udngz3e,1066822617607
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrdyajtyu9dtn99528vnzhgwsqvlegq25u8knefn,914070313
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrjxkujsz79evwymfzjlscuwc5xleav03shj0x7l,933892611
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrmkwpjdq2mkp0whzeycehke26texu52lq4fmp7h,888076471246
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrr7sgrh7sq9fwpydec725uk6ymup7klfyneuvzd,922250896370
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qrv92kfc43hkf330nhvc3qvzejlmx9yl2ydy3ucs,352141750039539
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qzjwp9jflv66sswnj0xjzdryxy5jf5m9wsmdfvpp,2013684800
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qzkfmdys9p43fh073gp9jfccmp7u4pme0uf3n83t,458469294478
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qzlelh73mlqfpma6qwt8rwccwvl7gvj2hq29l7dz,74493905854875
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qztn998azhwkr8ttnc5406xwf93lmdjm0g6ld9cv,48372775119056
oasis1qps7mh7usg7u4t35ujr0l8dxjs2ly2swhu9v0mr0,oasis1qzz46p6v2l2vg0veznhw22hsahetff4xjym4k8x6,9241038102998
oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,oasis1qps9drw07z0gmh5z2pn7zwl3z53ate2yvqf3uzq5,510000000000
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,300000000000000
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qpa4dym8w399ryvpdam0t2p2tca56za49c4ftmhy,9297902142037
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qpflyh6wncv53w4xxxrfyascz4px44ec5ujqnwyg,2278329901621265
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,528682418322641
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qptpt0dv4hytf82rm62nlup5xp89rrf2qqjmyks8,7933302145243
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qpsnzv8qz4fu3lwps2tc3eg5pnryzl4h7cqxruzf,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,325000000000000
oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,5820000000000000
oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,597519763264677
oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qptk3ydjxuq3eenqwljdy45uxdye5tfg4sqar0fz,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,6305000000000000
oasis1qpw9clas6p53f44vq9vu7m5kzta2z23gcu8qezq5,oasis1qpw9clas6p53f44vq9vu7m5kzta2z23gcu8qezq5,10000000000000
oasis1qpxpnxxk4qcgl7n55tx0yuqmrcw5cy2u5vzjq5u4,oasis1qpxpnxxk4qcgl7n55tx0yuqmrcw5cy2u5vzjq5u4,32998000000000
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,9660000000000000
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qps9w3ermqsynunwg9g79qufrj9jrfe0agk2yedu,1011328883738
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,39720391042619
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,10465000000000000
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qrgxaq8w9wqznwsmvfl92fa7yzukwxa3ju905qr9,94398185968
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qrl8xn8zs77x3ys47eqerzyxm0cns7cyzupgvasc,986699580047
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qz8n2nw4r8v5dex03cvxspl5duztsrmqdu68xqh6,5647132083435
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qzdqpzsvqn2qugheq2x9ph3qj2ew3aq0wytvp6gj,95541266140
oasis1qq0xmq7r0z9sdv02t5j9zs7en3n6574gtg8v9fyt,oasis1qzkhjv3yfth52lwhkkffgv6afu0u5r3wdq7ma32q,92335852115
oasis1qq29xfkqdkqjxtnp8rfsjrzlp97gnw70cyh8acvq,oasis1qppctxzn8djkqfvrxugak9v7dp25vddq7sxqhkry,400000000000
oasis1qq29xfkqdkqjxtnp8rfsjrzlp97gnw70cyh8acvq,oasis1qq29xfkqdkqjxtnp8rfsjrzlp97gnw70cyh8acvq,400000000000
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,1500000000000000
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,26476177590997
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qr9uh9e73pd87umxwxx376lhjh4aapsacgq87awp,9509081089635
oasis1qq2kqzr4q942x44st97n66nmmyh7dhsuvsqyc22u,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,1625000000000000
oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,780000000000000
oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,17709737914036
oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qq3fq8hxrlq6pedw0q3f57daea43a6v7q5rwf0ll,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,845000000000000
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp0xk0y8nnf0qalxkvc7jqyj9y79chusyv966ph9,187041828018121
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp0yk7xmg3zf7j8f7r2x8haf5x6gthkgssv2qw7g,1423664412635
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp2ra3eyjll7hcg0mkn8sx2pf59fmepcc5rhm4yd,92017019637733
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp2x9xa6042g8j9lfkpk887dsk2uta4xuv5y6tja,8082732992317
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp3fyswtfa4w0gppfvj5nwe0ldmcs6ngdq56sjqf,42429192196697
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp5hm8n3992ncw8hfaw3p3zp49umvljzavnzul7l,39446410665575
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp5jekxd75qd0apwkcxx4sasshvf8x8cncwmluj2,94208574351
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp63kapmlrz0r60k73vhmahcpr8el7q9zymtamjq,10394699074707
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp6mu2xpngha6grh27qv8nsq25mmnh9uey2r8tqh,46625879993025
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp6vw3v5e6zu3dfv8l996tvkhavn279v0ghml62c,234043560732897
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp6we9w0tu9259xq8ak3z4n7582jcjd73g9xdtzl,1391822400601
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp7ctac4jgsyg4xxn58jszfj2rh4kn9p7qgca822,1552846542322
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,1260000000000000
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp85lmpue33gs80hme26dakp8k7m4558mv3t8csm,946484274401
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qp8pqz4x9ak3d9335kn9npjpz36skml4rckgtvc6,28165791607289
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qpa4xwqh9ruwrgtdkvta49wxxhht5mxwlsq7lx4z,7931355030408
oasis1qq3xrq0urs8qcffhvmhfhz4p0mu7ewc8rscnlwxe,oasis1qpahupuylyjalahw0hnway70fnat5k09jyn8mpdu,1896771876258
